time,xc,xc_ref,yc,yc_ref,x1,x1_ref,y1,y1_ref,x2,x2_ref,y2,y2_ref,psi,psi_ref,U,U_ref,u,u_ref,v,v_ref,r,r_ref,delta,delta_ref,delta_in,npm,npm_ref,npm_in,error
0.0,53.46146,53.46146,-4.91094,-4.91094,52.78647,52.78647,-4.89329,-4.89329,54.13645,54.13645,-4.92859,-4.92859,178.5021405963194,178.5021405963194,0.008170679286357603,0.008170679286357603,0.003197635871732,0.003197635871732,-0.0075189842952573,-0.0075189842952573,-0.0023532237923168,-0.0023532237923168,0.2899999999999968,0.2899999999999968,0.785398158614751,20.6,20.6,7.7292863097221405,0.0
1.0,53.42264835476648,53.46207,-4.892792506187418,-4.912335000000001,52.74765835476648,52.78666,-4.8751425061874185,-4.89368,54.09763835476648,54.13748,-4.910442506187418,-4.93099,179.7542796625775,178.41787789718506,0.06717869225107422,0.004386342439883936,0.06106490554285153,-0.0019097527251124,-0.0280009643335218,0.0039487775993151,0.0510261537908225,-0.0026219498365248,28.552110002836713,0.4999999999999972,-0.7853980631550829,12.464157272218719,20.6,15.577627644287157,0.04399971792332434
2.0,53.34324817444415,53.459465,-4.871450249467343,-4.905665,52.66825817444415,52.78378,-4.853800249467343,-4.88598,54.01823817444415,54.13515,-4.889100249467343,-4.92535,182.63521153109915,178.3312512668003,0.10004539777110429,0.009178779875341228,0.09945087562758805,0.0039430475573844,-0.010890590070537522,-0.0082886896407197,0.026966867301301704,-0.0003000550164777,-17.94168726066815,0.6999999999999996,-0.18573839800680933,14.432245904386352,20.6,31.05343498789211,0.12114866774459979
3.0,53.20494261523168,53.463705,-4.88749255113321,-4.90283,52.52995261523168,52.79219,-4.86984255113321,-4.88008,53.87993261523168,54.13522,-4.90514255113321,-4.92558,181.42968039402476,178.05964031619737,0.19633286769870917,9.999999988961009e-05,0.19383691755936308,9.994266120623182e-05,0.031206478972859292,3.3859192161630736e-06,-0.07046656915838928,-5.039355706059032e-06,-13.327421497393109,0.9499999999999983,0.27066861267184367,24.93884122969654,20.6,44.53568686119829,0.2592165293894821
4.0,52.90693781331719,53.435475,-4.910441805353001,-4.896895000000001,52.23194781331719,52.75996,-4.892791805353001,-4.87324,53.58192781331719,54.11099,-4.9280918053530005,-4.92055,177.5078766897015,177.99445151659395,0.4330408723227201,0.3226717372189612,0.43297133802733806,0.3225746238058521,0.007759996703540508,-0.0079159381260431,-0.021893827750413625,0.0333742311704922,4.900148180027922,0.9899999999999965,-0.03271025659460047,37.326410242575164,20.6,47.53099695232447,0.528710765581566
5.0,52.2948198283706,52.54662,-4.878097638745592,-4.86938,51.6198298283706,51.85563,-4.860447638745592,-4.84531,52.9698098283706,53.23761,-4.895747638745592,-4.89345,178.44149553855405,178.00496098516462,0.8064657682731637,1.4215052761066402,0.8063582707377416,1.4211406756473717,-0.013167179244749267,0.0321936332144684,0.023937726392102312,0.0337378989916471,0.617968923323886,1.2499999999999991,0.020013120778607008,43.77693930477982,20.6,41.04129569198947,0.2519510342465237
6.0,51.304847175885904,51.199785,-4.850227326213118,-4.838045,50.6298571758859,50.50537,-4.832577326213118,-4.81754,51.979837175885905,51.8942,-4.867877326213118,-4.85855,179.4891001852604,178.30863579366903,1.1586937020534722,1.3512533589224585,1.1586468165868569,1.3512445292078723,-0.010423511477571938,0.004884903788408,0.016134144675371435,-0.0057373396215419,0.952170069944518,0.7499999999999959,-0.3399081797917609,42.04768274470774,20.6,32.10592433027468,0.10576610928763379
7.0,50.027207381567116,49.86468,-4.843427058191633,-4.7972,49.352217381567115,49.1737,-4.825777058191633,-4.78104,50.70219738156712,50.55566,-4.861077058191633,-4.81336,177.3323326944963,178.66026362016623,1.366444250436642,1.4257953289301954,1.365573307010379,1.4257620742416164,0.048779429394918576,0.0097379491376477,-0.10322410253013023,-0.0072426047317081,-11.960456329243891,-0.15999999999999845,0.7853981220011252,35.76329286187268,20.6,25.809932334615397,0.16897363897399995
8.0,48.62058968949667,48.502855,-4.750115418480771,-4.777955,47.94559968949667,47.8082,-4.732465418480771,-4.76818,49.29557968949667,49.19751,-4.767765418480771,-4.78773,176.53727741418678,179.19380227277534,1.4301677677707407,1.4482402701205774,1.4293015872630328,1.4482085992593787,-0.04976762620135984,0.0095777361684086,0.11550690974828819,-0.0194932689101312,24.04541765422444,-0.9699999999999945,-0.2480213591474001,29.471569043722955,20.6,23.376938374944356,0.12098140109142203
9.0,47.19791669174131,47.143895,-4.697985109809099,-4.757325,46.52292669174131,46.44858,-4.680335109809099,-4.75145,47.87290669174131,47.83921,-4.7156351098090985,-4.7632,183.27347510911122,179.51589611263606,1.421953744996129,1.462340907585853,1.4213975672236643,1.4619762908865508,-0.039766930974934146,0.0326535585291876,0.06610558248663617,-0.0206162717262567,-0.13698312563995038,-1.5699999999999956,-0.7819397279465684,25.61902770078427,20.6,22.936638850903588,0.08024690490269089
