,k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0,0.2931,-0.2753,-0.1385,0.0282827006184906,-0.0761132150543874,0.0492900158834758,-0.0498410933025952,0.2748059382044618,-0.4975978963037721,0.1984942103601481,-3.6610283190227273,0.6518563453867854,-0.4387527400144007,0.0263686302764543,-0.0661247679889081,-0.0503529785607512,-0.1193916810381847,-0.7510995403850259,-0.2090780447655647,-0.0281490761452161
