,k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0,0.2931,-0.2753,-0.1385,0.0302491637103418,-0.0865519095987927,0.0499806355076432,-0.04978931084915,0.5682014195213234,-0.489180330334089,0.1985966547257102,-4.868995352710396,0.9672660354513218,-0.3230616010794409,0.0398815272801923,-0.0662595531073201,-0.0527305787242403,-0.2327186161993575,-0.2590928343331751,-0.0939207556197327,-0.0203046144879066
