k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0.2931,-0.2753,-0.1385,0.0290247089141433,-0.0368542130636861,0.0494598991889965,-0.0499284720101419,0.5931344283672494,-0.4924482488822602,0.1983322844957162,0.0857414190462995,0.6923621142007041,-0.5101917106806657,0.0265282471583244,-0.0087843493351119,-0.0392579629456473,-0.2518985342472638,-0.667165342922188,-0.2303424945971134,-0.0334072141057805
