time,u,v,r
0.0,1.17248,0.0,0.0
1.0004001600640255,1.1832619770729882,-0.0312037568690756,0.0256625016984914
2.000800320128051,1.1918056568027726,-0.0683750169956354,0.0457803156214188
3.0012004801920766,1.1955849171847384,-0.1083894453324884,0.06216356119195
4.001600640256102,1.1927953184456432,-0.1482634586842472,0.0753609892025312
5.002000800320127,1.1828161604215672,-0.1851402667827144,0.085653762517
6.002400960384153,1.1659962813485312,-0.2169172819242842,0.0930691046679411
7.002801120448179,1.1434920984971917,-0.2424936514371229,0.0977986165094886
8.003201280512204,1.1171845524298414,-0.2616675035930055,0.1006485755688724
9.00360144057623,1.08848287940556,-0.2751181137964688,0.1018327852566812
10.004001600640256,1.0587773695863545,-0.2837659278504044,0.1018563873575154
11.00440176070428,1.029347436497297,-0.2886692423339004,0.1014298373048036
12.004801920768308,1.0006873210305258,-0.2907718678910621,0.1005500095114371
13.005202080832332,0.97328538275723,-0.2908581041233742,0.0994616513340785
14.00560224089636,0.947475236477868,-0.2895797466884946,0.0983918430172494
15.006002400960384,0.9232498487219836,-0.2873463697224545,0.0972693711132081
16.00640256102441,0.9006466407055889,-0.2845014746255001,0.0961507750890126
17.006802721088434,0.8797265640433003,-0.2813447565541787,0.0951698474756617
18.00720288115246,0.8603595109084834,-0.278013130452469,0.0942583705894729
19.007603041216484,0.8424222463584442,-0.2745938857258556,0.093375122412488
20.00800320128051,0.825848474358531,-0.2711897417147506,0.0925487470080287
21.008403361344534,0.8106045964906907,-0.2679051008238942,0.0918474658786727
22.008803521408563,0.7965616332054265,-0.2647514879354687,0.0912231591465245
23.009203681472588,0.7835944236751492,-0.2617157987355829,0.0906296492827947
24.009603841536613,0.7716129449297218,-0.2588049646426368,0.0900566719194923
25.01000400160064,0.7605596724326897,-0.256045278168194,0.0895264859772067
26.010404161664663,0.7504063218422735,-0.2534799870488287,0.0890907605451632
27.01080432172869,0.741080204237556,-0.251105873502855,0.0887433937379572
28.01120448179272,0.7324698656725219,-0.2488721535426484,0.0884138252228365
