time,xc,xc_ref,yc,yc_ref,x1,x1_ref,y1,y1_ref,x2,x2_ref,y2,y2_ref,psi,psi_ref,U,U_ref,u,u_ref,v,v_ref,r,r_ref,delta,delta_ref,delta_in,npm,npm_ref,npm_in,error
0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,-3.5,-3.5,0.0,0.0,0.0,0.0,1.17248,1.17248,1.17248,1.17248,0.0,0.0,0.0,0.0,35.0,35.0,-0.3792322830639354,17.95,17.95,34.9158719052431,0.0
1.0,1.167148874622329,1.1790322526328771,0.0008087307106326154,-0.0112004481383365,4.6671488746223275,4.678654574074495,0.0008087307106326154,0.0402155733684014,-2.332851125377671,-2.3205900688087406,0.0008087307106326154,-0.0626164696450745,3.5618088770121985,0.8417219997817427,1.1870591929027958,1.183673342113195,1.1866496030817781,1.1832619770729882,-0.031180874921905147,-0.0312037568690756,0.057774680577931586,0.0256625016984914,-0.8591937794862191,35.0,-0.7572823090007604,28.67447643194643,17.95,26.903896981702484,0.01689482315882899
2.0,2.3774206501561848,2.3688158090011147,0.08747278747648207,-0.0270938347585173,5.877420650156186,5.864121860287876,0.08747278747648207,0.1541121470360812,-1.122579349843815,-1.126490242285647,0.08747278747648207,-0.2082998165531159,1.1156602174401185,2.9677090912588957,1.2229161040768104,1.1937654152036075,1.2210530993535837,1.1918056568027726,0.06747685654660644,-0.0683750169956354,-0.14902815094841806,0.0457803156214188,-27.7432093448655,35.0,0.7853981400379189,27.55525676079304,17.95,24.055817198329773,0.11488931291308623
3.0,3.601729511524339,3.567098928716857,0.08028161727991678,-0.0272984638852396,7.101729511524338,7.047127121094904,0.08028161727991678,0.3460696925689306,0.10172951152433728,0.0870707363388101,0.08028161727991678,-0.40066662033941,-4.793871840898811,6.1237721997805625,1.2333919925273564,1.2004880532763007,1.2333887292603645,1.1955849171847384,0.0028372106206689075,-0.1083894453324884,0.008840043347571975,0.06216356119195,18.239267948099332,35.0,0.7853979140166515,25.343189069129327,17.95,23.12994814515185,0.1130165966975095
4.0,4.818614442683047,4.768825502398787,-0.020664554859488097,0.0068511610222082,8.318614442683042,8.214399080570526,-0.020664554859488097,0.6216866816330416,1.3186144426830448,1.3232519242270475,-0.020664554859488097,-0.6079843595886253,1.5863134045644862,10.117492684791243,1.191278403440673,1.2019745109139623,1.188059846122622,1.1927953184456432,-0.0875102081773934,-0.1482634586842472,0.18956911516693664,0.0753609892025312,35.15526779357958,35.0,-0.6498585574165564,23.944153981244988,17.95,22.355912967318314,0.05688631817152359
5.0,5.983624723263659,5.966047121317333,0.041829178017919084,0.0920657015857622,9.48362472326366,9.350324485824927,0.041829178017919084,0.9846275874410376,2.483624723263659,2.581769756809738,0.041829178017919084,-0.8004961842695133,10.13536445489386,14.774632875247672,1.1621856045674817,1.1972180201361795,1.1617464005218083,1.1828161604215672,-0.031948088182314524,-0.1851402667827144,0.055217245620673094,0.085653762517,-10.603573086815882,35.0,0.3388349901859576,22.940194184076546,17.95,21.61384571934712,0.05322293105763657
6.0,7.134983376897778,7.1484022636386735,0.24551748814521587,0.2423326111888775,10.634983376897784,10.438747827179355,0.24551748814521587,1.4354906361328268,3.6349833768977797,3.858056700097991,0.24551748814521587,-0.9508254137550716,11.303135099480372,19.93185615283192,1.175860650733065,1.186001869861942,1.1757194107228681,1.1659962813485312,-0.018224631460156997,-0.2169172819242842,0.028801614423774727,0.0930691046679411,8.37103497526895,35.0,0.32916106417773744,22.10178205134017,17.95,20.630454812807997,0.013791662792861384
7.0,8.288123120163045,8.30391406243842,0.4725225817396088,0.4676084640583906,11.788123120163046,11.46489311341552,0.4725225817396088,1.9703431177095,4.788123120163044,5.14293501146132,0.4725225817396088,-1.0351261895927186,14.589763754722563,25.42649156463343,1.1708009176690501,1.1689214474518037,1.1699561953858575,1.1434920984971917,-0.0444667256826899,-0.2424936514371229,0.08273822938378535,0.0977986165094886,15.001034469302736,35.0,0.2110625218315974,21.171725856521284,17.95,19.61484861837776,0.01653790828760057
8.0,9.41073656535814,9.420370211212,0.766945281176313,0.773389012727717,12.910736565358143,12.41635875812986,0.766945281176313,2.582823351612941,5.910736565358146,6.424381664294138,0.766945281176313,-1.0360453261575069,19.863039786930575,31.129975986783826,1.150097889456749,1.1474193682453073,1.1489045222324417,1.1171845524298414,-0.052378947361641476,-0.2616675035930055,0.09436335892798607,0.1006485755688724,13.162800863220275,35.0,0.2134702253430448,20.18759174954689,17.95,18.75660237835537,0.011590030575633625
9.0,10.4807243030794,10.486257788706462,1.1542518209597543,1.1609740129233543,13.980724303079402,13.283550818523707,1.1542518209597543,3.264578468455777,6.980724303079412,7.688964758889218,1.1542518209597543,-0.9426304426090688,25.11488162759597,36.943690480988806,1.1263650864122705,1.1227132115094869,1.1252144527416055,1.08848287940556,-0.05089934410118773,-0.2751181137964688,0.08855519523468325,0.1018327852566812,12.573754327118571,35.0,0.2795651424580961,19.283033948534314,17.95,18.121036966422928,0.008706740376305555
