time,psi,xc,yc,x1,y1,x2,y2
136.0,3.115450075263608,53.46146,-4.91094,52.78647,-4.89329,54.13645,-4.92859
137.0,3.1139794137270966,53.46207,-4.912335000000001,52.78666,-4.89368,54.13748,-4.93099
138.0,3.1124674938069736,53.459465,-4.905665,52.78378,-4.88598,54.13515,-4.92535
139.0,3.107726988434481,53.463705,-4.90283,52.79219,-4.88008,54.13522,-4.92558
140.0,3.1065892292459787,53.435475,-4.896895000000001,52.75996,-4.87324,54.11099,-4.92055
141.0,3.1067726540751712,52.54662,-4.86938,51.85563,-4.84531,53.23761,-4.89345
142.0,3.112072779338937,51.199785,-4.838045,50.50537,-4.81754,51.8942,-4.85855
143.0,3.1182098426529445,49.86468,-4.7972,49.1737,-4.78104,50.55566,-4.81336
144.0,3.127521848827628,48.502855,-4.777955,47.8082,-4.76818,49.19751,-4.78773
145.0,3.1331434468335884,47.143895,-4.757325,46.44858,-4.75145,47.83921,-4.7632
146.0,3.1349351822849596,45.79093,-4.754645,45.09473,-4.75001,46.48713,-4.75928
147.0,3.129509125969349,44.4223,-4.7504,43.72469,-4.74197,45.11991,-4.75883
148.0,3.1223558837616863,43.06704,-4.742795,42.37808,-4.72954,43.756,-4.75605
149.0,3.1068496975234456,41.70046,-4.722785,41.01441,-4.69894,42.38651,-4.74663
150.0,3.095751012713008,40.33628,-4.691554999999999,39.6543,-4.66027,41.01826,-4.72284
151.0,3.090800267237285,38.96086,-4.64049,38.27375,-4.60556,39.64797,-4.67542
152.0,3.083294218418097,37.59059,-4.57499,36.90233,-4.53482,38.27885,-4.61516
153.0,3.090012997912384,36.22025,-4.501905000000001,35.52844,-4.46619,36.91206,-4.53762
154.0,3.099788886953896,34.84549,-4.424625000000001,34.15134,-4.39559,35.53964,-4.45366
155.0,3.1113761121524015,33.469350000000006,-4.356785,32.77342,-4.33575,34.16528,-4.37782
156.0,3.1235365161172193,32.106629999999996,-4.306760000000001,31.41885,-4.29434,32.79441,-4.31918
157.0,3.131337792998281,30.730375000000002,-4.27203,30.04097,-4.26496,31.41978,-4.2791
158.0,3.134185652194477,29.356645,-4.24699,28.67217,-4.24192,30.04112,-4.25206
159.0,3.1350181695344057,27.977595,-4.229535,27.29238,-4.22503,28.66281,-4.23404
160.0,3.1259213170200235,26.601005,-4.217305,25.91031,-4.20648,27.2917,-4.22813
161.0,3.1178313151453647,25.22099,-4.20277,24.52924,-4.18633,25.91274,-4.21921
162.0,3.0553490395753498,23.852800000000002,-4.18727,23.16021,-4.12739,24.54539,-4.24715
163.0,2.917530898079062,22.536369999999998,-4.143625,21.87168,-3.99215,23.20106,-4.2951
164.0,2.710410108570016,21.291125,-3.96281,20.67124,-3.67763,21.91101,-4.24799
165.0,2.489675381572238,20.180155,-3.61024,19.64319,-3.20041,20.71712,-4.02007
166.0,2.2770911584644384,19.23583,-3.09222,18.79439,-2.57477,19.67727,-3.60967
167.0,2.0622937231606557,18.465065,-2.46146,18.14483,-1.86324,18.7853,-3.05968
168.0,1.8461591500417636,17.883555,-1.7613150000000002,17.69884,-1.10755,18.06827,-2.41508
169.0,1.6333562326558542,17.477985,-1.02692,17.43542,-0.34742,17.52055,-1.70642
170.0,1.419806120198322,17.23885,-0.29895000000000005,17.34045,0.36882,17.13725,-0.96672
171.0,1.2084043605860793,17.143485,0.40656000000000003,17.38181,1.03516,16.90516,-0.22204
172.0,1.001332674748052,17.184475,1.050365,17.54486,1.61328,16.82409,0.48745
173.0,0.8010859700635762,17.332250000000002,1.63492,17.79777,2.11528,16.86673,1.15456
174.0,0.6060782197203011,17.57272,2.14366,18.12511,2.52652,17.02033,1.7608
175.0,0.41005810264373505,17.88433,2.56867,18.50225,2.83728,17.26641,2.30006
176.0,0.21433492188514958,18.24954,2.91305,18.90955,3.05672,17.58953,2.76938
177.0,0.02814231351413404,18.655785,3.16737,19.32826,3.1863,17.98331,3.14844
178.0,-0.1624545611118897,19.077244999999998,3.3448450000000003,19.73573,3.23692,18.41876,3.45277
179.0,-0.34572107554993703,19.522579999999998,3.43684,20.15589,3.20873,18.88927,3.66495
180.0,-0.5254852920494911,19.968545,3.444165,20.54972,3.10716,19.38737,3.78117
181.0,-0.7074754079298632,20.39508,3.378205,20.91116,2.93688,19.879,3.81953
182.0,-0.8908119955807241,20.801975,3.242015,21.2272,2.71616,20.37675,3.76787
183.0,-1.0764742710056492,21.17608,3.03089,21.49514,2.43889,20.85702,3.62289
184.0,-1.260490965370878,21.500505,2.760435,21.70645,2.11819,21.29456,3.40268
185.0,-1.4408436728112088,21.76472,2.443965,21.85217,1.77482,21.67727,3.11311
186.0,-1.61319272907432,21.967624999999998,2.085785,21.93894,1.4096,21.99631,2.76197
187.0,-1.7953704317353076,22.10596,1.6974550000000002,21.95617,1.04171,22.25575,2.3532
188.0,-1.969477037127663,22.16968,1.29875,21.90911,0.68017,22.43025,1.91733
189.0,-2.1510591882694916,22.166854999999998,0.889035,21.7978,0.32606,22.53591,1.45201
190.0,-2.329063090627809,22.08997,0.48795499999999997,21.62582,-0.00209,22.55412,0.978
191.0,-2.5044150430735934,21.939905,0.11319000000000001,21.39727,-0.28845,22.48254,0.51483
192.0,-2.6806954311588447,21.72878,-0.231815,21.1244,-0.53193,22.33316,0.0683
193.0,-2.858894173581701,21.462915000000002,-0.53641,20.81519,-0.72456,22.11064,-0.34826
194.0,-3.0309549789684533,21.144475,-0.782695,20.47066,-0.85755,21.81829,-0.70784
195.0,3.0763465147818443,20.78955,-0.9775400000000001,20.11675,-0.93358,21.46235,-1.0215
196.0,2.895135199257227,20.40205,-1.106525,19.74834,-0.94207,21.05576,-1.27098
197.0,2.7143355555166844,19.996765,-1.15908,19.38724,-0.88156,20.60629,-1.4366
198.0,2.5311358969541025,19.591015,-1.14274,19.0412,-0.75809,20.14083,-1.52739
199.0,2.351940547598383,19.19493,-1.05644,18.72444,-0.58193,19.66542,-1.53095
200.0,2.176510224566631,18.822595,-0.905305,18.4396,-0.35229,19.20559,-1.45832
201.0,1.9976432175080912,18.477899999999998,-0.688065,18.2007,-0.07858,18.7551,-1.29755
202.0,1.8191564327043008,18.18119,-0.418965,18.01625,0.23144,18.34613,-1.06937
203.0,1.6459203028233755,17.933725,-0.105715,17.88311,0.56677,17.98434,-0.7782
204.0,1.4636929580524456,17.7471,0.247535,17.8188,0.91442,17.6754,-0.41935
205.0,1.2889012381294218,17.623905,0.6249699999999999,17.80994,1.26734,17.43787,-0.0174
206.0,1.1065942730517653,17.570735,1.013455,17.86866,1.60848,17.27281,0.41843
207.0,0.9256540807980201,17.583025,1.407015,17.9835,1.93916,17.18255,0.87487
208.0,0.7502460428120024,17.66861,1.79022,18.15666,2.24511,17.18056,1.33533
209.0,0.5709379512179648,17.824375,2.15109,18.38809,2.51316,17.26066,1.78902
210.0,0.39946785600929696,18.04144,2.46875,18.66302,2.73116,17.41986,2.20634
211.0,0.21321512863192718,18.322235,2.7433750000000003,18.98127,2.88606,17.6632,2.60069
212.0,0.03900946876246525,18.64284,2.96747,19.31285,2.99362,17.97283,2.94132
213.0,-0.14113097499309676,18.99857,3.1282500000000004,19.66202,3.03399,18.33512,3.22251
214.0,-0.31328548027855607,19.37984,3.219255,20.01723,3.01277,18.74245,3.42574
215.0,-0.4794157328323329,19.77053,3.240025,20.36192,2.93258,19.17914,3.54747
216.0,-0.6503126629998788,20.16293,3.20001,20.69598,2.79452,19.62988,3.6055
217.0,-0.821188715880904,20.549365,3.0838150000000004,21.00634,2.5929,20.09239,3.57473
218.0,-0.9886732218004228,20.902625,2.907955,21.27441,2.34311,20.53084,3.4728
219.0,-1.1663176329038927,21.23383,2.667925,21.5009,2.04405,20.96676,3.2918
220.0,-1.3438177409604,21.519605,2.370585,21.67163,1.71235,21.36758,3.02882
221.0,-1.5161809738549104,21.751815,2.02611,21.78881,1.34941,21.71482,2.70281
222.0,-1.6879133006558835,21.921165000000002,1.652285,21.84236,0.98249,21.99997,2.32208
223.0,-1.8595633863674044,22.028460000000003,1.24655,21.8369,0.60172,22.22002,1.89138
224.0,-2.0346104276443873,22.063735,0.83452,21.76332,0.23394,22.36415,1.4351
225.0,-2.201141361994294,22.027835,0.430025,21.62617,-0.12047,22.4295,0.98052
226.0,-2.368719552551231,21.92248,0.02907499999999999,21.43403,-0.44729,22.41093,0.50544
227.0,-2.5417940232861933,21.7492,-0.351435,21.18839,-0.73494,22.31001,0.03207
228.0,-2.720225609305528,21.51161,-0.6931149999999999,20.89234,-0.97068,22.13088,-0.41555
229.0,-2.8873015568193527,21.221965,-0.99414,20.56595,-1.16465,21.87798,-0.82363
230.0,-3.0569773389704618,20.882665000000003,-1.236465,20.20539,-1.29391,21.55994,-1.17902
231.0,3.0573720137464364,20.508185,-1.421915,19.83163,-1.3648,21.18474,-1.47903
232.0,2.8947627011240917,20.11372,-1.5362,19.45312,-1.36975,20.77432,-1.70265
233.0,2.7228318597640992,19.704974999999997,-1.5906799999999999,19.08249,-1.31362,20.32746,-1.86774
234.0,2.54908383278502,19.286115000000002,-1.57044,18.71836,-1.18823,19.85387,-1.95265
235.0,2.38206457597222,18.88093,-1.48006,18.39031,-1.01419,19.37155,-1.94593
236.0,2.216831116850104,18.49143,-1.321675,18.08298,-0.77994,18.89988,-1.86341
237.0,2.045201194954749,18.13402,-1.09698,17.8256,-0.49638,18.44244,-1.69758
238.0,1.8724450625514713,17.823405,-0.8187150000000001,17.62275,-0.17382,18.02406,-1.46361
239.0,1.7011521065776722,17.55818,-0.48900000000000005,17.47016,0.1824,17.6462,-1.1604
240.0,1.5409214610022055,17.362705,-0.12773999999999996,17.38304,0.55273,17.34237,-0.80821
241.0,1.3683571136090935,17.223660000000002,0.26690499999999995,17.35981,0.93024,17.08751,-0.39643
242.0,1.200716061275348,17.15447,0.676505,17.39843,1.30534,16.91051,0.04767
243.0,1.0264941457913261,17.1539,1.08854,17.50316,1.66555,16.80464,0.51153
244.0,0.8521134016790408,17.223745,1.495955,17.66803,2.00386,16.77946,0.98805
245.0,0.6749209078896976,17.36468,1.8822899999999998,17.89316,2.30523,16.8362,1.45935
246.0,0.5067870588129582,17.567749999999997,2.237165,18.15807,2.56488,16.97743,1.90945
247.0,0.32522070314010837,17.83239,2.5533599999999996,18.47398,2.7697,17.1908,2.33702
248.0,0.15082250514749643,18.148,2.815295,18.81682,2.91694,17.47918,2.71365
249.0,-0.0221786080842921,18.50487,3.01326,19.17748,2.99834,17.83226,3.02818
250.0,-0.19731977931046826,18.88829,3.14172,19.5481,3.00981,18.22848,3.27363
