sigma_u,sigma_v,sigma_r,R_0,X_vv,X_vr,X_rr,X_vvvv,Y_v,Y_r,Y_vvv,Y_vvr,Y_vrr,Y_rrr,N_v,N_r,N_vvv,N_vvr,N_vrr,N_rrr
0.07443066261530148,0.04997751365712879,0.07080134934980227,0.028016695668364764,-0.0722181197044409,0.0483740601435297,-0.049865601188882835,0.2631089269271089,-0.47505448164949193,0.1983683135036514,-5.022828041237078,-2.1729768666224554,-1.11017877893158,-0.013580133853165158,-0.020545408887738925,-0.04285592787771491,0.26309847051986934,-0.6089983171925195,-0.21109326022158176,-0.030231767012529796
0.07815809163412425,0.0497187303568489,0.074355495311226,0.03101157363120892,-0.07755241833508376,0.0492163632898909,-0.04987315191297484,0.6402123743049641,-0.49506949157968133,0.1973866720238653,-4.763712218394756,0.8736274206436563,-0.34581397174341966,0.036943194265835366,-0.029950104842428493,-0.04296124038175769,-0.2897801923747073,-0.2547959489569048,-0.045618518743313574,-0.01726656573512106
0.07808907130650032,0.04923215893528965,0.07144384138371225,0.030418853277592445,-0.08512279076810746,0.044042273873029475,-0.049924509872905275,0.2244630687661537,-0.47320538028493264,0.1953503732765499,-2.7589619451109173,0.6316338711686478,-0.6632794959848365,0.00949141207535692,-0.10331697413770885,-0.0631345881653553,-0.23377547026720563,-0.4372808334807293,-0.20221550848104386,-0.028969258833323172
0.07659581394212256,0.050010326221662474,0.07333705254575146,0.03338781068638366,-0.08958194373516505,0.04861598512100461,-0.049399715639655555,0.875097726180055,-0.49283169076213246,0.19927700979071636,-4.7106616633881195,0.6458324812534801,-0.45616340271458866,0.025992324614071943,-0.009970586286341038,-0.052864538779682,0.18608457100632925,-0.08413214762206378,-0.19861955588845467,-0.03288945955902871
0.07596649779051627,0.04952765440745606,0.07216261157351908,0.03413915731982185,-0.08939663451335435,0.04967050628176593,-0.04960912798730985,0.8391414718163264,-0.4832344715958639,0.19902527252768645,-5.636264577775204,0.7199331418138333,-0.5314220180436553,0.01917323993051745,-0.024472921007346826,-0.0525438187909896,0.33786321363919924,-0.28384959197323945,-0.18998714974414194,-0.029574211951377907
0.07535945390985861,0.04833659942523573,0.07215944140496298,0.03180111108097485,-0.07475770550986688,0.048854394348630106,-0.049941261089237986,0.2982486042153616,-0.49217675164130853,0.19457487341986882,-3.010857452282521,0.07377432833435238,-0.6662340277340502,0.015936444306913183,-0.028475851077284037,-0.04885556331284018,0.09512169492639577,-0.6636127559907828,-0.27118750458280716,-0.03543535015853193
0.07748289229008337,0.047980104502258786,0.07398567022828882,0.03138546906015848,-0.08954488529552655,0.049673809673239686,-0.04996764214768122,0.40416079772045754,-0.4939598246609078,0.19935999423411596,-5.047063311867082,0.08073313429917262,-0.5171337432377816,0.028066957390264657,-0.005374568509653677,-0.03836224778219998,-0.2930426201903556,-0.9494453384454276,-0.20577819249657256,-0.026912557542342924
0.07694798823058993,0.04809453159708437,0.07260548049592491,0.030555226281159444,-0.08789250769054263,0.049891844547911374,-0.049927110465468556,0.24987383434270438,-0.490169671068852,0.19854774625171254,0.823378596882665,0.40188398481395193,-0.8179581131641472,-0.003253693966128582,-0.011540403288432338,-0.038887947267178084,-0.42203957554123295,-0.9594379741078688,-0.21151499976150095,-0.02726415019104931
0.07682017917496466,0.04867457203078979,0.07160057124051918,0.03131864630597531,-0.08071393059112755,0.04891436872633281,-0.049985992995776635,1.1746390830733682,-0.48646223640625386,0.19369461327266244,-5.364792832421033,0.41769972181955195,-0.6036955264842696,0.016567209423133916,-0.04569122167391623,-0.05916179067750334,0.2688758103740365,-0.29021712448206216,-0.2826556588792953,-0.03777404461132701
0.07488931894140903,0.04948099255252961,0.07256997391114839,0.031386811258859205,-0.08135942132025084,0.048097856111585124,-0.04999496399522838,1.0433665153495804,-0.49687865385688307,0.19393488613752144,-4.883519198952047,0.3623922608667485,-0.5169745580015247,0.026308185948150237,-0.027818077057846058,-0.04760852353669762,0.06799852574545029,-0.6026999127998698,-0.2496380910023672,-0.034203935312759615
0.07589122560486897,0.05025564114508923,0.07125341463539493,0.02828749239632119,-0.08237420695505625,0.04832079572060703,-0.04999867240638067,0.21739657793935793,-0.4754143309551541,0.19785730744666294,-4.551538000363659,-0.29317964104686256,-0.5105705599634205,0.03280279906419442,-0.05475834381401287,-0.04784702614972297,-0.014376014329101738,-0.6958295308000662,-0.2135542652333443,-0.02963147191834573
0.07641995921437111,0.05047091819759839,0.07343845774788424,0.028519276350108994,-0.07735895395658614,0.04789048694694774,-0.04999836827102806,0.23986965010789718,-0.493732573490874,0.19818007488530434,-3.4088902041231237,-0.36547414221213703,-0.5860766943426159,0.024539834308501207,-0.09652993242722444,-0.05897801133393463,0.13209208896567193,-0.47868016691417437,-0.2002497105498409,-0.028799595494191668
0.07486864702412947,0.05044448998624074,0.07277526469701033,0.032274274880678085,-0.07203674192571094,0.047552682506234345,-0.04999837760219661,0.3171291097753758,-0.49161086997442177,0.19907447111570156,-4.819860492460506,0.3708095060117147,-0.501623037277035,0.02823686495981123,-0.013873089053067611,-0.04253195680529659,-0.37611956566860016,-0.810415012580505,-0.22517376667811717,-0.030398426163927458
0.0784594347680792,0.04986182096449704,0.07365261168470903,0.029370161890007077,-0.08513248250035238,0.049955799551273286,-0.04999880077352158,0.28198647065131954,-0.4953861170621288,0.1911110033442631,-4.493982623277812,-0.42308448607283333,-0.7271256760041713,0.013339042508100696,-0.005596639567393008,-0.04587398958726219,-0.27821760544629515,-0.4161437331493063,-0.20172632485036063,-0.03097597898837338
0.07843307967473963,0.05012822279532966,0.07334793430595893,0.0292038509421453,-0.08294029016457735,0.04991849650106195,-0.049999389398322686,0.38069193707339044,-0.485493568160891,0.19377422112127704,-5.177820504982916,-1.4183338098583533,-0.8271041322209068,0.014933240088302546,-0.03674221536173289,-0.04480340431266702,0.042199988492063745,-0.3292901094098769,-0.1242587599252448,-0.02455556600494095
0.07568803228413545,0.04787762074621072,0.07294518679724392,0.030519971701360882,-0.08571173261498209,0.04883556555436118,-0.049995282387126486,0.608511148832268,-0.4908615890456752,0.19982049580932984,1.59633562106203,0.9452838940152395,-0.598221288916104,0.018767926136145585,-0.014988294317120066,-0.04520674564571611,-0.049019279972459084,-0.8432709861572,-0.2659266298037695,-0.032319526813208384
0.07726430980675414,0.05128247227429768,0.07199995203778004,0.028483460928439477,-0.05878701266340514,0.04916552377574614,-0.049973145435925896,0.2776153112875045,-0.4930197170705045,0.19549748212907417,-5.944448931496502,-0.527967508989309,-0.5378674901674276,0.02969240812655674,-0.06263825878150073,-0.05142869152701601,0.24073451695312775,-0.3292968077110062,-0.12574742820808402,-0.023352107628613915
0.07772587531914056,0.050040820910022314,0.07388892830999395,0.03210320190669663,-0.06445790237427029,0.04871049563397305,-0.04994051500929037,0.27559018658176077,-0.491869542411947,0.19614324305633543,-4.70153519202077,-0.007579504743811416,-0.5539793765640757,0.028891806838442752,-0.052242482576249444,-0.054867202181739114,-0.2300422173238994,-0.575528469780001,-0.2099572322189168,-0.02820073822295075
0.07757560694977417,0.04948563062532069,0.07133663056356758,0.02939363599998972,-0.04589482378943296,0.048400868447406015,-0.049991065752415416,0.2811381853565153,-0.48401909483115035,0.19780575990415353,-4.637147240688428,0.9593415765771081,-0.3000477729190276,0.03813336077858828,-0.0054293344897181905,-0.04008758116876088,0.32622854185574646,-0.632046853761406,-0.23097398626570992,-0.031553852835438184
0.07474276423037315,0.051030027791049065,0.07344903128142448,0.030685196417205816,-0.0797289604488213,0.048669113915059375,-0.04999887488084789,0.6575551138196699,-0.49412611294702385,0.19894431065451298,-4.429318896344087,0.5110730703068826,-0.5374179180629578,0.0216979766001196,-0.0022467447833549037,-0.04226913164004789,-0.42919248086609685,-0.26506148930858364,-0.10268606226399032,-0.023257738404056733
0.07458388933509351,0.04963188562566506,0.07496275029509818,0.03132890578042045,-0.07867379244081993,0.047947481902543096,-0.04998922879033996,0.9868792916239748,-0.49659510648945576,0.1993932826627902,-3.7445374376250347,-0.9284996263755252,-0.6494938765235301,0.025212441596254936,-0.0002228012390989853,-0.042064634614726565,-0.26732890874814613,-0.13807842536996562,-0.07759766416965078,-0.02104365670445873
0.07714104661915872,0.04818769871966991,0.07274082264425728,0.033514860918694434,-0.08610249854280777,0.048146779488814365,-0.04998735453773923,0.43238579124277565,-0.45913529080528637,0.19052211083025786,-5.71931813395492,0.7789477903160389,-0.5895435723505997,0.012935146707383993,-0.019681413842388557,-0.04848152381818558,0.01659055931755149,-0.6634174638279111,-0.24619967393394113,-0.032841867636980056
0.0751290654361745,0.05016737939981586,0.0722225174537832,0.026662879914129932,-0.08333878263271294,0.04888918451656234,-0.04958634101633038,0.364345953070724,-0.49860890805122693,0.19968928937256422,-1.1075607718254714,-0.05329665787086224,-0.44666631995407013,0.03938223095677876,-0.04272723277810414,-0.03796425932457592,0.07192957421491264,-0.7371663211472217,-0.15715060051619875,-0.025157330423694557
0.07557941561599331,0.0481323449029805,0.07096502073893926,0.02654920303468356,-0.08450147539431711,0.04976864580744525,-0.0499221145991832,0.4913504516385152,-0.4706283184424065,0.19839222690307298,-4.382668657377754,0.6439202538498616,-0.3433922987574871,0.03991836297328469,-0.0033392285226861995,-0.03906223540945619,0.3736207907426289,-0.32003450585301496,-0.2019227565032286,-0.03319753177118368
0.07636568477799723,0.04911257218380463,0.07351356831547455,0.031229143976700412,-0.0879009296680308,0.04873627243253101,-0.049994329531269685,0.2672447960714404,-0.49618572233524244,0.19624004700934652,-5.814898276517554,0.029946892951263848,-0.41081715890074477,0.039641794918203715,-0.04765671445057948,-0.046590865438498025,-0.4101960975160832,-0.5336572165361064,-0.10587471647866475,-0.02053352236627213
0.07648506841279153,0.04900471793626621,0.07362170370954421,0.031126502658277662,-0.0879923302001667,0.04895842144587097,-0.04999486339003879,0.2646399694446918,-0.4964208520474191,0.19616077081362818,-5.793783228772246,0.1789458512396669,-0.4127520997395757,0.039638189632245385,-0.05071984535805582,-0.04590461445964017,-0.40234601567189837,-0.5537713022638517,-0.09534322830015621,-0.019665380913466333
0.07598189351624823,0.049263177991455395,0.0730603947671871,0.03115054591509906,-0.08814938261886393,0.04926357987644027,-0.049995243308721064,0.29278758772151925,-0.49597363743402434,0.19611875351281707,-5.711143070177738,0.19140917233901344,-0.3916854155796856,0.039679979624094086,-0.03151314357013385,-0.04751368574913317,-0.3888552410862277,-0.5012843772313023,-0.09484833326018352,-0.01891448609947475
0.07673221674156883,0.04974242096016657,0.07328227682344265,0.028172787260132517,-0.08877581952059817,0.04591158269284126,-0.049931316951303845,0.23318969969142875,-0.4930214321782671,0.19926376464541454,-3.858598548774051,0.6203253738335208,-0.35827383356737297,0.03567050793295287,-0.09358193154400506,-0.06188693844037213,0.2909548925811136,-0.08262642326236458,-0.1418958000385125,-0.024868245698285482
0.0785314130414323,0.04822818358556619,0.07499162442320226,0.031020801381899422,-0.07905731506873373,0.049653046150687455,-0.04959402627885207,0.8069243788684117,-0.47002621239430137,0.19409232648525002,-1.2290739966214161,0.9094951666940356,-0.499943660308392,0.024257615130265253,-0.012042835071443658,-0.04106417883812637,-0.19156046221341044,-0.4776945399434531,-0.08983142017811346,-0.01849695392683378
0.07993828784985793,0.04928571792205754,0.07430613831302967,0.031179719870263974,-0.08700809404855891,0.04968594668295932,-0.049894259388560465,0.8841641707066057,-0.4944332762637836,0.19583987786017368,-0.6333354993078748,0.7485695158146495,-0.9155663066829964,-0.019879699281798877,-0.012116884750919876,-0.04345446219680971,-0.17332137848515483,-0.26412999986716446,-0.14392819285721367,-0.027804775876673682
0.0792649745210846,0.04909293179900655,0.07403452615886776,0.03127818393066194,-0.08522292764070816,0.049879442534568705,-0.049900540716067115,1.0926846850490044,-0.4965350330827522,0.1886762224225049,-1.7809784097639474,0.8077165200199787,-0.7178571474478839,0.0025937839339138374,-0.0052794183494495606,-0.042557309196194486,0.09010195710097835,-0.5562120639920989,-0.21537810910762012,-0.03110848197846587
0.07424857486739961,0.050059787620775745,0.07090151336293914,0.02596334142752393,-0.07038704524650242,0.047708708436980676,-0.04999149016897343,0.2020995109092001,-0.4817656112512764,0.1999927664950846,-5.551548658954067,-2.376959944657318,-0.8205126277883847,0.021164242954538143,-0.10032624150533957,-0.059469991314734905,-0.29117256222369287,-0.8543793976286239,-0.24028575352053444,-0.028695299056910442
