,time,psi,xc,yc,x1,y1,x2,y2
0,0.0,0.0,0.0,0.0,3.5,0.0,-3.5,0.0
1,1.0004001600640255,0.014690820282662413,1.1790322526328771,-0.011200448138336554,4.6786545740744945,0.040215573368401425,-2.3205900688087406,-0.06261646964507453
2,2.000800320128051,0.051796294883836615,2.3688158090011147,-0.027093834758517333,5.864121860287876,0.15411214703608123,-1.126490242285647,-0.2082998165531159
3,3.0012004801920766,0.10687998752826684,3.567098928716857,-0.02729846388523968,7.047127121094904,0.34606969256893066,0.08707073633881013,-0.40066662033941
4,4.001600640256102,0.17658355939604808,4.768825502398787,0.00685116102220821,8.214399080570526,0.6216866816330416,1.3232519242270477,-0.6079843595886253
5,5.002000800320127,0.25786598944646855,5.966047121317333,0.09206570158576226,9.350324485824927,0.9846275874410377,2.581769756809738,-0.8004961842695133
6,6.002400960384153,0.34787651590080715,7.1484022636386735,0.24233261118887758,10.438747827179355,1.4354906361328268,3.8580567000979906,-0.9508254137550717
7,7.002801120448179,0.4437759950334179,8.30391406243842,0.4676084640583906,11.464893113415519,1.9703431177094999,5.14293501146132,-1.0351261895927186
8,8.003201280512204,0.5433205770361486,9.420370211212,0.773389012727717,12.41635875812986,2.582823351612941,6.424381664294138,-1.0360453261575067
9,9.00360144057623,0.6447890367309422,10.486257788706462,1.1609740129233543,13.283550818523707,3.2645784684557775,7.688964758889218,-0.9426304426090688
10,10.004001600640255,0.7467308330656693,11.491410054981142,1.6278276144468649,14.060106765485656,4.005178495037124,8.922713344476627,-0.7495232661433944
11,11.004401760704281,0.8484331113174348,12.427689833274952,2.168805173218788,14.741748111247478,4.794663944391912,10.113631555302426,-0.457053597954336
12,12.004801920768307,0.9494511622627743,13.288740571285839,2.777093809549786,15.32619359364032,5.622930273877732,11.251287548931357,-0.06874265477816
13,13.005202080832332,1.0494424861411156,14.069872724381826,3.4447644589907473,15.813063722911657,6.479774367153251,12.326681725851994,0.40975455082824386
14,14.005602240896359,1.1483580238636777,14.767997662800036,4.163485668661888,16.202947354360983,7.355807610867772,13.33304797123909,0.9711637264560045
15,15.006002400960384,1.2461759442242106,15.381190937598207,4.924838939757722,16.497512501036738,8.242040496341547,14.264869374159675,1.6076373831738966
16,16.00640256102441,1.342862147741104,15.908535188894541,5.720468240530635,16.699414852147655,9.129941712821136,15.117655525641428,2.3109947682401346
17,17.006802721088434,1.4385017681544328,16.35003811598777,6.54233171939523,16.811719602940816,10.011748126315107,15.888356629034721,3.0729153124753545
18,18.00720288115246,1.5332052773113916,16.70635521548388,7.382771178890552,16.837892904535085,10.880298567826781,16.57481752643268,3.885243789954324
19,19.007603041216484,1.6270128945027484,16.978643738338782,8.234443340356023,16.781989370779037,11.728914267366244,17.175298105898527,4.739972413345802
20,20.00800320128051,1.7199630568022937,17.1685692935454,9.090369191130648,16.648419707576107,12.551502590497968,17.688718879514692,5.629235791763328
21,21.008403361344538,1.8121530561448798,17.27824548274108,9.944009308797135,16.44167460777339,13.34256034874869,18.114816357708772,6.5454582688455805
22,22.008803521408563,1.9036899547097534,17.310098567240683,10.789225544816436,16.16637149852579,14.097078079662698,18.453825635955575,7.481373009970174
23,23.009203681472588,1.9946214310472317,17.266815551813472,11.620186255075712,15.827440125244946,14.810515138026602,18.706190978381997,8.429857372124822
24,24.009603841536613,2.0849699624429436,17.15137436066115,12.431382237326872,15.430020103430564,15.478830271521078,18.872728617891738,9.383934203132666
25,25.010004001600638,2.174765652673844,16.967039884743127,13.217661809530194,14.979340735336578,16.098469351079693,18.954739034149675,10.336854267980693
26,26.010404161664663,2.264078252572583,16.717319706240552,13.974263646306337,14.480592480024544,16.666298437222686,18.95404693245656,11.282228855389986
27,27.01080432172869,2.35300950582484,16.40589539740814,14.696789174687197,13.938916636787493,17.179532776964045,18.87287415802879,12.21404557241035
28,28.011204481792717,2.441607770286497,16.036607566669336,15.381100227101633,13.359625826927626,17.63582166557013,18.713589306411045,13.126378788633136
29,29.011604641856742,2.5298663295149475,15.613502082937412,16.023334928637038,12.748199635610009,18.033320472201865,18.478804530264814,14.01334938507221
30,30.012004801920767,2.617759233692994,15.140845785973099,16.61996737329943,12.110167583688938,18.370678552848943,18.17152398825726,14.86925619374992
31,31.012404961984792,2.705277516514131,14.62309691644522,17.167857346301744,11.450994256279438,18.646966778821586,17.795199576611004,15.688747913781903
32,32.01280512204882,2.7924654120678296,14.064840266552718,17.66427422634102,10.775989589502279,18.861546636473683,17.353690943603155,16.46700181620836
33,33.01320528211284,2.879440837696183,13.470709726849591,18.10687124485998,10.090288797644686,19.013929314331524,16.851130656054497,17.19981317538844
34,34.01360544217687,2.966279953472424,12.845410873490641,18.49355643161077,9.39905870854681,19.104012617742885,16.29176303843447,17.883100245478655
35,35.01400560224089,3.052959912071418,12.193792186232248,18.822508738387533,8.707530773795462,19.13231733115776,15.680053598669033,18.512700145617305
36,36.01440576230492,3.1394212941340696,11.520830256647224,19.09228946118401,8.020838507547284,19.09988921330715,15.020822005747165,19.084689709060868
37,37.01480592236894,3.225629687312209,10.831561396142842,19.30190040809175,7.343913014732699,19.008116869330284,14.319209777552985,19.595683946853217
38,38.01520608243297,3.311636730488742,10.130984556565085,19.450778322697538,6.68146397534902,18.858488056217677,13.58050513778115,20.0430685891774
39,39.01560624249699,3.3975621231494912,9.42402464373507,19.538701263892886,6.03806060513727,18.652559328691492,12.80998868233287,20.42484319909428
40,40.01600640256102,3.4834290807796284,8.715647111728838,19.565714689198828,5.418154831807547,18.392452287236043,12.01313939165013,20.738977091161612
41,41.01640656262505,3.5691899964015454,8.010839681589117,19.532229008185517,4.825963152064779,18.080829169517685,11.195716211113453,20.98362884685335
42,42.016806722689076,3.6547873354294853,7.314533636835442,19.43908046784475,4.265401936866396,17.72071034582683,10.363665336804488,21.15745058986267
43,43.0172068827531,3.740209802965355,6.631515911029291,19.28752591259003,3.7401111649981456,17.315273749546837,9.522920657060437,21.259778075633225
44,44.017607042817126,3.825540842323991,5.9663607120894735,19.079176154768682,3.253566462897249,16.867672738187647,8.679154961281698,21.290679571349717
45,45.01800720288115,3.910871755939858,5.323500197262156,18.815912023389583,2.809057058788031,16.381250711547544,7.837943335736281,21.25057333523162
46,46.018407362945176,3.9961884106836174,4.707300198612801,18.499919469871514,2.4094679974257263,15.859849930032127,7.005132399799876,21.139989009710902
47,47.0188075230092,4.081421847858559,4.12196749282098,18.13375622526675,2.0572266608949454,15.307655502189567,6.1867083247470145,20.959856948343937
48,48.019207683073226,4.166507499933762,3.5714500678025867,17.720351606570844,1.754349233339874,14.729006665345423,5.388550902265299,20.711696547796265
49,49.01960784313725,4.251444049597681,3.0593630350301364,17.26294505571824,1.5025818782185698,14.128230965119796,4.616144191841703,20.397659146316688
50,50.020008003201276,4.336340853104137,2.58896976769602,16.764983115802874,1.3036031041968104,13.509551878567951,3.87433643119523,20.020414353037797
51,51.0204081632653,4.421300866116542,2.1633129283547303,16.23008889897372,1.1588313577806355,12.877326340369695,3.167794498928825,19.582851457577743
52,52.02080832332933,4.506294222260391,1.7852609060476148,15.662150597269026,1.069024851700755,12.236219203552327,2.5014969603944746,19.088081990985724
53,53.02120848339335,4.591223045897633,1.4573655815191808,15.065341015689146,1.0343217173193167,11.591001670005877,1.880409445719045,18.539680361372415
54,54.02160864345738,4.675998858933841,1.1817528252555614,14.44405828451883,1.0544155087347562,10.946375450438346,1.3090901417763665,17.941741118599314
55,55.0220088035214,4.760619819390397,0.9600807893913034,13.802814182917725,1.1288232862969427,10.306884268039846,0.791338292485664,17.298744097795602
56,56.022408963585434,4.845228716626409,0.7935894045036879,13.146114129946545,1.257162270867357,9.676949937007361,0.3300165381400185,16.61527832288573
57,57.02280912364946,4.929938783471147,0.6832748858671229,12.478529818273802,1.4387072890768402,9.061027530903567,-0.07215751734259435,15.896032105644037
58,58.023209283713484,5.0147028345767675,0.6298625763415961,11.804813857852276,1.6719173066087267,8.463538362008226,-0.41219215392553443,15.146089353696325
59,59.02360944377751,5.099408563022159,0.6336466397503675,11.129826077516306,1.9546520443478337,7.888692831100126,-0.6873587648470987,14.370959323932485
60,60.024009603841534,5.18396921996454,0.6944247214838881,10.45841306582095,2.284455859374373,7.340432793186325,-0.8956064164065969,13.576393338455576
