,k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0,0.2931,-0.2753,-0.1385,0.0313165073237793,-0.0745514159915786,0.0494604885697381,-0.0499518336246744,0.6534611164727067,-0.4821761750692182,0.1989411483850115,-1.5635994988472373,0.6387578421219264,-0.6150381338555445,0.0160834930185315,-0.0234441070288682,-0.0442512877705656,0.2626070785458062,-0.898750443589561,-0.2892740992329226,-0.0352363672227533
