k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0.2931,-0.2753,-0.1385,0.0296819596472767,-0.0711525006815948,0.0470123155921894,-0.0499082198354249,0.2410281142706156,-0.4593423901424655,0.1950150850539756,-2.870984225812605,0.799470794825198,-0.4369440893085627,0.0317522609518197,-0.0978839087700969,-0.0596630298093579,0.0996573994888299,-0.9301994556088188,-0.2696453299945645,-0.0294129508028908
