time,npm,delta
0.0,17.95,0.6108652381980153
1.0004001600640255,17.95,0.6108652381980153
2.000800320128051,17.95,0.6108652381980153
3.0012004801920766,17.95,0.6108652381980153
4.001600640256102,17.95,0.6108652381980153
5.002000800320127,17.95,0.6108652381980153
6.002400960384153,17.95,0.6108652381980153
7.002801120448179,17.95,0.6108652381980153
8.003201280512204,17.95,0.6108652381980153
9.00360144057623,17.95,0.6108652381980153
10.004001600640256,17.95,0.6108652381980153
11.00440176070428,17.95,0.6108652381980153
12.004801920768308,17.95,0.6108652381980153
13.005202080832332,17.95,0.6108652381980153
14.00560224089636,17.95,0.6108652381980153
15.006002400960384,17.95,0.6108652381980153
16.00640256102441,17.95,0.6108652381980153
17.006802721088434,17.95,0.6108652381980153
18.00720288115246,17.95,0.6108652381980153
19.007603041216484,17.95,0.6108652381980153
20.00800320128051,17.95,0.6108652381980153
21.008403361344534,17.95,0.6108652381980153
22.008803521408563,17.95,0.6108652381980153
23.009203681472588,17.95,0.6108652381980153
24.009603841536613,17.95,0.6108652381980153
25.01000400160064,17.95,0.6108652381980153
26.010404161664663,17.95,0.6108652381980153
27.01080432172869,17.95,0.6108652381980153
28.01120448179272,17.95,0.6108652381980153
29.011604641856746,17.95,0.6108652381980153
30.012004801920767,17.95,0.6108652381980153
31.012404961984792,17.95,0.6108652381980153
32.01280512204882,17.95,0.6108652381980153
33.01320528211284,17.95,0.6108652381980153
34.01360544217687,17.95,0.6108652381980153
35.01400560224089,17.95,0.6108652381980153
36.01440576230492,17.95,0.6108652381980153
37.01480592236894,17.95,0.6108652381980153
38.01520608243297,17.95,0.6108652381980153
39.01560624249699,17.95,0.6108652381980153
40.01600640256102,17.95,0.6108652381980153
41.01640656262505,17.95,0.6108652381980153
42.01680672268908,17.95,0.6108652381980153
43.0172068827531,17.95,0.6108652381980153
44.017607042817126,17.95,0.6108652381980153
45.01800720288115,17.95,0.6108652381980153
46.018407362945176,17.95,0.6108652381980153
47.0188075230092,17.95,0.6108652381980153
48.019207683073226,17.95,0.6108652381980153
49.01960784313725,17.95,0.6108652381980153
50.02000800320128,17.95,0.6108652381980153
51.0204081632653,17.95,0.6108652381980153
52.02080832332933,17.95,0.6108652381980153
53.02120848339335,17.95,0.6108652381980153
54.02160864345738,17.95,0.6108652381980153
55.0220088035214,17.95,0.6108652381980153
56.02240896358544,17.95,0.6108652381980153
57.02280912364946,17.95,0.6108652381980153
58.02320928371349,17.95,0.6108652381980153
59.02360944377751,17.95,0.6108652381980153
60.024009603841534,17.95,0.6108652381980153
61.02440976390556,17.95,0.6108652381980153
62.02480992396959,17.95,0.6108652381980153
63.02521008403361,17.95,0.6108652381980153
64.02561024409763,17.95,0.6108652381980153
65.02601040416167,17.95,0.6108652381980153
66.02641056422569,17.95,0.6108652381980153
67.02681072428972,17.95,0.6108652381980153
68.02721088435374,17.95,0.6108652381980153
69.02761104441777,17.95,0.6108652381980153
70.02801120448179,17.95,0.6108652381980153
71.02841136454582,17.95,0.6108652381980153
72.02881152460984,17.95,0.6108652381980153
73.02921168467387,17.95,0.6108652381980153
74.02961184473789,17.95,0.6108652381980153
75.03001200480192,17.95,0.6108652381980153
76.03041216486594,17.95,0.6108652381980153
77.03081232492997,17.95,0.6108652381980153
78.03121248499399,17.95,0.6108652381980153
79.03161264505802,17.95,0.6108652381980153
80.03201280512204,17.95,0.6108652381980153
81.03241296518607,17.95,0.6108652381980153
82.0328131252501,17.95,0.6108652381980153
83.03321328531412,17.95,0.6108652381980153
84.03361344537815,17.95,0.6108652381980153
85.03401360544217,17.95,0.6108652381980153
86.0344137655062,17.95,0.6108652381980153
87.03481392557022,17.95,0.6108652381980153
88.03521408563425,17.95,0.6108652381980153
89.03561424569827,17.95,0.6108652381980153
90.0360144057623,17.95,0.6108652381980153
91.03641456582632,17.95,0.6108652381980153
92.03681472589037,17.95,0.6108652381980153
93.03721488595436,17.95,0.6108652381980153
94.0376150460184,17.95,0.6108652381980153
95.03801520608242,17.95,0.6108652381980153
96.03841536614644,17.95,0.6108652381980153
97.03881552621048,17.95,0.6108652381980153
98.0392156862745,17.95,0.6108652381980153
99.03961584633852,17.95,0.6108652381980153
100.04001600640257,17.95,0.6108652381980153
100.94037615046018,17.95,0.6108652381980153
101.9407763105242,17.95,0.6108652381980153
102.94117647058825,17.95,0.6108652381980153
103.94157663065224,17.95,0.6108652381980153
104.94197679071628,17.95,0.6108652381980153
105.9423769507803,17.95,0.6108652381980153
106.94277711084432,17.95,0.6108652381980153
