,k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0,0.2931,-0.2753,-0.1385,0.0304893241045863,-0.0643554088094464,0.0465289590086117,-0.0496749373789614,0.4533848383800355,-0.4454627358905184,0.1987805444372244,-4.745907366351199,-0.3408870815116698,-0.590495304154192,0.0271914132278673,-0.0332938043728786,-0.0503047327035004,-0.4201244602253893,-0.5769010882508854,-0.1872085818264305,-0.0270005855718071
