k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0.2931,-0.2753,-0.1385,0.0268934383816092,-0.0864602950583012,0.0487024186209701,-0.0498673344460681,0.5868229941108387,-0.4963923221515359,0.1967809361005249,-1.863422925142073,0.4644493008677703,-0.5474625642578291,0.0198910012155142,-0.1956080257689757,-0.0777582749156725,0.0715400177102669,-0.6354562271249837,-0.2327125629376629,-0.0275679541342431
