k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0.2931,-0.2753,-0.1385,0.0276662931418231,-0.0884038611410527,0.0497956771838694,-0.0499752743934184,0.5887280370211723,-0.499366401503631,0.1998966957018235,0.7795624930544953,0.2389829234634346,-0.6435767832388624,0.0171472897352253,-0.0511541215465626,-0.0451498049513933,0.0305533627396673,-0.6630986717527982,-0.1719749094203347,-0.0253731054644131
