,time,xc,xc_ref,yc,yc_ref,x1,x1_ref,y1,y1_ref,x2,x2_ref,y2,y2_ref,psi,psi_ref,U,U_ref,u,u_ref,v,v_ref,r,r_ref,delta,delta_ref,delta_in,npm,npm_ref,npm_in,error
0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,-3.5,-3.5,0.0,0.0,0.0,0.0,1.17248,1.17248,1.17248,1.17248,0.0,0.0,0.0,0.0,0.6108652381980153,0.6108652381980153,-0.3818196906817277,17.95,17.95,34.423476045738376,0.0
1,1.0,1.1679419249930119,1.1790322526328771,0.0011833652295132778,-0.0112004481383365,4.667941924993007,4.678654574074495,0.0011833652295132778,0.0402155733684014,-2.3320580750069886,-2.3205900688087406,0.0011833652295132778,-0.0626164696450745,0.061714096402390346,0.0146908202826624,1.1879679469930524,1.183673342113195,1.1875840412590188,1.1832619770729882,-0.03019913955371638,-0.0312037568690756,0.05703489592159554,0.0256625016984914,-0.016631313951061284,0.6108652381980153,-0.7571255904174291,28.36322288661794,17.95,26.429392759082166,0.016623904495914752
2,2.0,2.378626050475746,2.3688158090011147,0.08739540735895059,-0.0270938347585173,5.878626050475745,5.864121860287876,0.08739540735895059,0.1541121470360812,-1.121373949524255,-1.126490242285647,0.08739540735895059,-0.2082998165531159,0.019637164153396718,0.0517962948838366,1.2229369614315493,1.1937654152036075,1.2211553693385784,1.1918056568027726,0.06598769257210628,-0.0683750169956354,-0.1466379807788146,0.0457803156214188,-0.4847129696330504,0.6108652381980153,0.7853981637603406,27.14080910615739,17.95,23.620494846211997,0.11490877859599222
3,3.0,3.602763169362987,3.567098928716857,0.0801553967760103,-0.0272984638852396,7.102763169362991,7.047127121094904,0.0801553967760103,0.3460696925689306,0.10276316936298545,0.0870707363388101,0.0801553967760103,-0.40066662033941,-0.08235120833262168,0.1068799875282668,1.2328008343660828,1.2004880532763007,1.2327983500111894,1.1955849171847384,0.002474959272084217,-0.1083894453324884,0.007658830489769927,0.06216356119195,0.3181503897281029,0.6108652381980153,0.7853979666184657,24.915546089057834,17.95,22.719722921456693,0.11321779997806175
4,4.0,4.819371914507906,4.768825502398787,-0.01933289476045925,0.0068511610222082,8.31937191450791,8.214399080570526,-0.01933289476045925,0.6216866816330416,1.3193719145079048,1.3232519242270475,-0.01933289476045925,-0.6079843595886253,0.026138383601381182,0.176583559396048,1.1916335413105992,1.2019745109139623,1.1886018018242688,1.1927953184456432,-0.0849485342812997,-0.1482634586842472,0.18546764904748866,0.0753609892025312,0.613507188768883,0.6108652381980153,-0.6205943455664386,23.52752112302481,17.95,21.96685262209431,0.0569257811043005
5,5.0,5.985161789529467,5.966047121317333,0.041420974673843966,0.0920657015857622,9.485161789529473,9.350324485824927,0.041420974673843966,0.9846275874410376,2.4851617895294695,2.581769756809738,0.041420974673843966,-0.8004961842695133,0.1745773026263079,0.2578659894464685,1.1626196933230024,1.1972180201361795,1.1621597165884394,1.1828161604215672,-0.03270083242901155,-0.1851402667827144,0.05950577852348468,0.085653762517,-0.1665937626962832,0.6108652381980153,0.31403571290796994,22.54099047815908,17.95,21.239610378013268,0.05413186589101436
6,6.0,7.136674410900472,7.1484022636386735,0.24406378460304995,0.2423326111888775,10.636674410900474,10.438747827179355,0.24406378460304995,1.4354906361328268,3.6366744109004743,3.858056700097991,0.24406378460304995,-0.9508254137550716,0.19854605932502564,0.3478765159008071,1.1754853780781132,1.186001869861942,1.175348304113076,1.1659962813485312,-0.017950991447862132,-0.2169172819242842,0.028887850942045375,0.0930691046679411,0.13722200987103025,0.6108652381980153,0.34099209980212625,21.718361362388656,17.95,20.280487648107744,0.011854935311458946
7,7.0,8.289112391031107,8.30391406243842,0.4728341704722784,0.4676084640583906,11.789112391031116,11.46489311341552,0.4728341704722784,1.9703431177095,4.789112391031112,5.14293501146132,0.4728341704722784,-1.0351261895927186,0.2543566782887222,0.4437759950334179,1.1704893828685061,1.1689214474518037,1.169697934354958,1.1434920984971917,-0.04303647027395072,-0.2424936514371229,0.08111640942026199,0.0977986165094886,0.2660292728909218,0.6108652381980153,0.22016550277803576,20.80945182729743,17.95,19.2950052525103,0.015697053353231388
8,8.0,9.41134418965137,9.420370211212,0.7674363198057649,0.773389012727717,12.911344189651379,12.41635875812986,0.7674363198057649,2.582823351612941,5.911344189651367,6.424381664294138,0.7674363198057649,-1.0360453261575069,0.3456066574151965,0.5433205770361486,1.149699351745157,1.1474193682453073,1.148550132556597,1.1171845524298414,-0.05139253260404255,-0.2616675035930055,0.09437437995645065,0.1006485755688724,0.23703784101161976,0.6108652381980153,0.2162898860352434,19.852139015905866,17.95,18.45789950370436,0.010812197659865592
9,9.0,10.48097316677619,10.486257788706462,1.1543969911593788,1.1609740129233543,13.980973166776199,13.283550818523707,1.1543969911593788,3.264578468455777,6.980973166776195,7.688964758889218,1.1543969911593788,-0.9426304426090688,0.4374867279983512,0.6447890367309422,1.1259173936084743,1.1227132115094869,1.1248085936620589,1.08848287940556,-0.04995602920650789,-0.2751181137964688,0.08871049248636706,0.1018327852566812,0.22392263222750083,0.6108652381980153,0.2842713536334824,18.970811563710647,17.95,17.833466776228974,0.008437087425748445
10,10.0,11.489503188890202,11.491410054981142,1.624776540575493,1.6278276144468649,14.989503188890213,14.060106765485656,1.624776540575493,4.005178495037124,7.989503188890217,8.922713344476627,1.624776540575493,-0.7495232661433944,0.5262699297871459,0.7467308330656693,1.099732329434293,1.0961444339853215,1.0985437098463684,1.0587773695863545,-0.051116670078896434,-0.2837659278504044,0.09056748790463118,0.1018563873575154,0.2620702991051275,0.6108652381980153,0.2829769948671441,18.251872552791433,17.95,17.40157293455048,0.0035979424755465802
11,11.0,12.428842046813747,12.427689833274952,2.167685037865523,2.168805173218788,15.928842046813758,14.741748111247478,2.167685037865523,4.794663944391912,8.928842046813767,10.113631555302426,2.167685037865523,-0.457053597954336,0.6187878213338251,0.8484331113174348,1.0706580417392035,1.0690585000331763,1.0693581163891666,1.029347436497297,-0.05274335269434232,-0.2886692423339004,0.09401127516660876,0.1014298373048036,0.2752858509236034,0.6108652381980153,0.27017013321955585,17.71438069879366,17.95,17.10455231711543,0.0016069534058637195
