,k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0,0.2931,-0.2753,-0.1385,0.0293295563921391,-0.0846765783193606,0.0497558050733282,-0.0499333638717546,0.3062428838735688,-0.4937202740116437,0.1987923768317691,1.417986025699916,-0.0312172722039165,-0.8141083900145366,0.002870621303055,-0.0488850101088405,-0.0510466427003178,0.3249537395494005,-0.0412529417687071,-0.1055571607546436,-0.0234962165488157
