,k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0,0.2931,-0.2753,-0.1385,0.0297228638972679,-0.0797898271323274,0.0490231792571971,-0.0499641274398086,0.8911457532104841,-0.4899710661497183,0.1998414269341533,-5.055750209115052,-0.4297446252532784,-0.5816823853843311,0.0271766878514648,-0.0311728245001634,-0.0419611231974152,0.2842293776297033,-0.4432472469166701,-0.1059322483518065,-0.0207899987744333
