k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0.2931,-0.2753,-0.1385,0.0313025047463267,-0.0621250228194552,0.0481489439594716,-0.0498365568789234,0.2793574793399521,-0.4973123028033518,0.1988724122977414,-5.867688630990295,-0.5956045092133064,-0.690537246082928,0.0154153159268778,-0.0939997469649884,-0.0627471758967413,-0.0579092544446379,-0.5692355321396259,-0.2541443539330781,-0.0331214237192018
