k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0.2931,-0.2753,-0.1385,0.0258146987240034,-0.0886728750008398,0.0498852931750417,-0.0499848844009638,0.7731956342753175,-0.4994609388778031,0.199963740157936,1.2224651758661311,0.2747323086688875,-0.4744997176518983,0.0364807382875745,-0.0173583040842736,-0.036531407734017,0.3648030597008123,-0.4345989641022536,-0.1410596233279152,-0.0259757473755926
