,k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0,0.2931,-0.2753,-0.1385,0.0296460402728896,-0.0852831506997435,0.0472717082876472,-0.0497967994158732,0.5659940128499207,-0.4725388071925042,0.1945545342267006,-5.60220489140629,-0.5887861401621428,-0.5759368339925182,0.0287700399578832,-0.1147389588258589,-0.0586979568308169,0.2603093528601944,-0.7929726892040425,-0.2318205106752453,-0.0285504169828637
