k_0,k_1,k_2,R_0_dash,X_vv_dash,X_vr_dash,X_rr_dash,X_vvvv_dash,Y_v_dash,Y_r_dash,Y_vvv_dash,Y_vvr_dash,Y_vrr_dash,Y_rrr_dash,N_v_dash,N_r_dash,N_vvv_dash,N_vvr_dash,N_vrr_dash,N_rrr_dash
0.2931,-0.2753,-0.1385,0.029344480804811623,-0.07574871637719761,0.04880074759906155,-0.0498714987037686,0.4261533891766279,-0.4893700119559087,0.19780257425705997,-3.833974485621371,-0.25987097686144217,-0.6122283500349697,0.02210552373087546,-0.06084183040348645,-0.05262004193227001,-0.029955343099416935,-0.539239356642578,-0.19301990493985907,-0.027772318445646222
